0,117.3,137,0,98.19
0,0,0,0,0
27.98,18.47,45.05,0,0
0,0,0,0,0
43.21,0,0,96.1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10.76,0,254.6,0,160
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,110.8,92.45,262.3,25.89
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
109.9,13.13,504.6,0,78.45
0,0,0,0,0
0,0,137.1,0,0
0,0,0,0,0
0,114.2,114.5,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,167.6,0
0,168.2,0,6.786,115.8
0,0,0,0,0
165.6,312.8,0,0,0
0,0,0,0,0
203.6,179.1,118.8,0,142.3
0,0,28.75,0,0
0,0,0,0,0
0,0,0,0,0
69.81,78.92,0,86.23,2.842
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
92.06,0,63.66,174.6,78.76
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
27.62,110.3,132.5,309.1,33.61
0,0,0,0,0
0,0,0,18.01,34.13
0,0,0,0,22.52
79.53,165,152.8,88.66,561.8
0,0,387.7,0,0
0,0,0,0,0
0,0,39.07,0,0
6.666,0,162.3,0,0
0,0,0,0,0
0,242.4,58.02,0.5084,0
0,0,0,0,0
127.2,149.4,158,39.1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
36.47,34.19,0,22.72,85.8
0,0,0,0,0
46.18,0,0,0,0
0,0,0,0,0
49.43,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
99.16,256.7,0,142.2,0
0,0,0,0,0
118.2,15.31,0,3.648,0
0,0,0,0,0
45.62,89.76,765.9,116.9,267.1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,24.3,0,140.3,40.13
0,0,0,0,0
63.02,466.4,74.21,42.21,78.85
0,0,0,0,0
45.51,0,558.3,139.5,4.359
0,0,0,0,0
0,5.679,0,0,0
0,0,0,436.9,0
191.4,178.5,36.97,123.8,15.27
0,0,0,0,0
0,0,25.73,0,0
0,0,0,0,0
211.1,0,0,277.3,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,179.1,0,51.6
0,0,0,0,0
0,0,10.83,231.7,0
0,0,0,0,0
137,18.38,58.12,353.8,183.2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,412.7,129,167.3,148.8
0,0,0,0,0
0,491,0,21.68,41.78
0,0,0,0,0
0,38.38,70.92,0,0
0,0,0,0,246.1
0,0,0,0,0
0,0,608.1,0,0
68.44,0,0,55.7,166.1
0,0,0,0,0
0,0,66.84,16.26,0
0,0,0,0,403.5
0,0,0,62.11,78.57
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
91.82,233.2,0,56.56,0
0,0,0,0,0
0,239.1,0,65.85,0
0,0,0,0,1.342
35.19,96.31,0,0,68.98
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
42.89,224.1,25.2,147.2,0
0,0,0,0,0
0,0,0,0,0
0,33.92,0,0,0
147,0,60.15,54.87,104.1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
60.13,100.9,214.1,160.8,203.2
0,0,0,0,0
0,0,25.36,0,80.99
0,240.4,0,0,0
0,89.36,43.16,0,0
0,0,330,0,0
0,0,0,0,0
0,0,0,0,0
14.57,360.7,10.18,123.8,50.96
0,0,0,0,0
0,61.54,0,0,10.06
0,0,0,0,0
45.46,0,37.25,262.3,53.87
0,0,0,0,232.1
0,0,0,0,0
0,0,0,0,0
22.01,0,87.58,0,106.1
0,0,0,0,0
103.9,0,40.81,0,0
0,0,0,0,0
45.13,25.46,57.35,0,0
0,0,0,272.6,0
0,0,0,0,0
0,0,0,404.3,0
56.01,307.5,37.31,150.5,97.78
0,1391,0,0,0
21.13,0,0,62.44,0
0,0,0,0,0
1.265,42.45,82.69,82.89,257.9
0,0,0,0,0
0,0,0,0,0
0,0,682.9,0,0
49.82,87.07,25,78.15,0
0,0,0,0,0
0,369.2,79.71,402.9,0
0,0,0,0,0
0,0,98.83,487.4,119.6
0,0,0,56.78,0
0,0,0,0,0
0,0,0,20.46,0
46.32,257.2,422.6,351.2,5.487
121,0,0,0,0
233.3,25.31,0,9.281,39.05
0,0,0,0,0
0,200.8,101.7,237.5,72.58
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7.973,217.3,0,0,14.81
164.9,2.039,0,0,0
0,0,96.79,0,44.43
0,0,0,0,0
123.3,0,0,147.7,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
60.38,121.7,0,0,106.4
0,0,0,0,0
89.71,0,0,111.6,303
0,0,0,0,0
65,0,90.04,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
194.5,158.6,77.61,0,93.27
0,0,0,0,0
0,0,0,0,0
0,0,0,0,19.71
0,0,13.23,88.29,319.1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
88.46,0,37.1,300.7,0
0,0,0,0,0
0,51.23,0,348.2,0
0,0,0,0,0
0,4.683,49.34,0,64.5
0,0,0,547.8,0
0,0,0,0,0
0,0,0,161.9,0
0,35.89,22.33,0,0
0,1155,0,0,0
43.26,0,136.2,5.001,21.39
0,0,0,0,0
104,0,79.26,0,45.86
0,0,0,0,2.098
0,0,0,0,0
0,0,165.4,0,0
123.7,141.1,51.88,0,0
0,0,0,58.38,0
0,0,0,86.31,86.06
0,0,0,0,0
917.4,10.15,0,102.9,75.15
0,0,0,517.6,0
0,0,0,0,0
0,0,0,145.8,0
104.9,0,86.02,44.11,57.85
0,0,0,0,0
111.7,443.2,0,0,255.3
0,0,0,0,0
43.31,212.8,586.9,155.1,0
693.7,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6.764,0,0,0,0
0,0,0,0,0
