0,0,0,0
55.38,0,0,65.75
0,0,0,0
0,36.9,68.96,37.14
0,0,0,0
0,0,0,0
0,0,0,0
68.51,13.26,0,39.1
0,0,0,0
28.58,34.67,10.88,3.064
0,0,0,0
104.9,0,0,48.79
0,0,0,0
0,0,0,0
0,0,0,0
0,55.82,350.4,23.68
0,0,0,0
9.047,13.35,61.23,19.83
0,0,0,0
17.27,54.06,39.26,3.8
0,0,0,0
0,0,0,0
0,0,0,0
125.8,0,36.74,0
0,0,0,0
