0,0,0
0,43.82,15.97
0,0,0
0,0,0
0,0,0
115.9,69.19,43.52
0,0,0
0,0,23.44
0,0,0
0,127.7,0
0,0,0
0,0,0
0,0,0
72.9,0,0
0,0,0
79.48,10.14,113.1
0,0,0
0,80.72,30.8
0,0,0
0,0,0
0,0,0
35,90.72,62.18
0,0,0
4.195,0,0
0,0,0
131.3,0,75.53
0,0,0
0,0,0
0,0,0
0,57.09,0
0,0,0
150,0,41.71
9.496,0,0
0,31.84,34.71
0,0,0
0,0,0
0,0,0
82.86,0,0
236.8,0,0
11.31,26.63,0
0,0,0
72.33,73.61,81.36
0,0,0
0,0,0
0,0,0
80.15,17.33,111.8
0,0,0
72.85,0,0
0,0,0
631.9,5.54,0
0,0,0
0,0,0
0,0,0
0,77.56,0
0,0,0
186.4,30.03,6.137
0,0,0
0,57.98,111.6
0,0,0
0,0,0
0,0,0
136.6,0,10.58
0,0,0
0,6.605,26.22
0,0,0
22.19,42.88,2.671
0,0,0
0,0,0
0,0,0
0,34.59,0
0,0,0
0,0,161.9
0,0,0
86.79,21.08,35.51
0,0,0
0,0,0
0,0,0
57.41,45.15,119.3
0,0,0
50.05,0,10
0,0,0
0,98.64,0
0,0,0
0,0,0
0,0,0
0,36.77,0
0,0,0
0,19.44,67.29
0,0,0
14.76,122.4,161.9
0,0,0
0,0,0
0,0,0
199,10.11,0
0,0,0
61.84,25.76,20.25
0,0,0
41.78,2.769,137.3
0,0,0
0,0,0
0,0,0
289.8,41.13,100.9
0,0,0
0,0,70.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
207.1,8.404,0
0,0,0
0,0,0
0,0,0
201.4,0,119.3
0,0,0
0,0,0
0,0,0
33.36,54.61,108.8
0,0,0
0,17.58,24.68
0,0,0
0,69.94,29.52
0,0,0
0,0,0
0,0,0
0,8.342,31.73
0,0,0
0,0,0
126.6,0,0
0,91.9,280.7
0,0,0
0,0,0
0,0,0
267.4,39.78,42.56
0,0,0
0,31.39,33
0,0,0
0,0,181
0,0,0
0,0,0
0,0,0
0,0,0
11.34,0,0
134.6,17.16,71.55
0,0,0
30.48,84.57,11.82
0,0,0
0,0,0
0,0,0
0,191,11.82
0,0,0
0,0,16.96
0,0,80.08
138.8,71.21,18.1
0,0,0
0,0,0
0,0,0
0,83.9,131.1
0,0,0
0,0,0
0,0,0
245.6,14.98,85.19
0,0,0
0,0,0
0,0,0
176.5,0,75.99
0,0,0
131,0,0
0,0,0
529.4,0,41.34
0,0,0
0,0,0
0,0,0
69.63,59.18,0
0,0,0
0,15.98,19.6
0,0,0
250.4,20.26,4.099
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,66.93
0,0,0
0,0,0
0,0,146.4
0,0,0
0,0,0
203.5,95.69,54.14
0,387,0
18.07,15.29,33.97
0,0,0
105.6,0,122.5
0,0,0
0,0,0
0,0,0
147.9,183.9,136.6
0,0,0
32.26,97.52,39.23
0,0,0
0,28.12,53.12
0,0,0
0,0,0
0,0,0
85.58,0,133.5
0,0,0
153.3,0,0
0,0,0
0,107,0
0,0,0
0,0,0
0,0,0
91.04,0,271.5
0,0,0
66.98,0,106.3
0,0,0
57.35,94.66,56.74
0,0,0
0,0,0
0,0,0
0,63.02,27.66
0,0,0
0,9.815,0
0,0,0
54.8,0,38.34
0,0,0
0,0,0
0,0,0
66.41,36.65,0
0,0,0
0,17.75,20.37
0,0,0
137.1,0,12.26
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
